Sample 17,,Sample 18,,Sample 19,,Sample 20,,Sample 21,,
608.8400269,78.48391724,608.8400269,62.15644073,608.8400269,50.15546036,608.8400269,35.34208679,608.8400269,18.21823502,
609.8499756,84.4911499,609.8499756,67.71373749,609.8499756,53.81913757,609.8499756,38.23305511,609.8499756,19.963974,
610.8599854,90.59248352,610.8599854,72.07769012,610.8599854,57.78692245,610.8599854,40.75282669,610.8599854,21.08733749,
611.8800049,96.05512238,611.8800049,76.8117218,611.8800049,61.30147552,611.8800049,43.26893616,611.8800049,22.66490364,
612.8900146,102.302063,612.8900146,80.68862915,612.8900146,64.6696167,612.8900146,45.5854454,612.8900146,23.77260971,
613.9099731,108.244194,613.9099731,84.75930023,613.9099731,68.66692352,613.9099731,48.36749649,613.9099731,24.69536209,
614.9199829,113.309288,614.9199829,89.52526855,614.9199829,71.27831268,614.9199829,50.33140564,614.9199829,26.1182003,
615.9400024,117.7676544,615.9400024,93.14292908,615.9400024,74.40071869,615.9400024,52.20725632,615.9400024,27.26457787,
616.9500122,121.0672531,616.9500122,94.98035431,616.9500122,76.61962128,616.9500122,53.76656342,616.9500122,27.85469055,
617.9699707,123.5522232,617.9699707,97.13368988,617.9699707,77.58578491,617.9699707,54.28266525,617.9699707,28.51612091,
618.8400269,125.5676193,618.8400269,98.42012024,618.8400269,78.48527527,618.8400269,54.7999649,618.8400269,28.51437378,
619.8499756,125.9492416,619.8499756,98.608078,619.8499756,78.62701416,619.8499756,55.40398788,619.8499756,28.90350151,
620.8499756,126.5603027,620.8499756,98.28207397,620.8499756,78.39685059,620.8499756,54.77723694,620.8499756,28.75088692,
621.8499756,124.4764862,621.8499756,97.27820587,621.8499756,78.13459015,621.8499756,54.46738815,621.8499756,28.25490952,
622.8499756,122.7639236,622.8499756,95.8157959,622.8499756,76.02874756,622.8499756,53.51958847,622.8499756,27.51960564,
623.8499756,120.5250854,623.8499756,93.6672287,623.8499756,74.25460052,623.8499756,52.36785126,623.8499756,26.96840668,
624.8499756,116.7224121,624.8499756,90.96530151,624.8499756,72.46433258,624.8499756,51.01268768,624.8499756,26.13809967,
625.8499756,113.3975525,625.8499756,88.49550629,625.8499756,70.32010651,625.8499756,49.09394455,625.8499756,25.29254913,
626.8499756,109.7742233,626.8499756,85.41004944,626.8499756,68.05896759,626.8499756,47.85425949,626.8499756,24.29697037,
627.8499756,106.0284576,627.8499756,82.52630615,627.8499756,65.08222198,627.8499756,45.88386154,627.8499756,23.64270401,
628.8499756,102.1591644,628.8499756,79.59767914,628.8499756,63.15723801,628.8499756,44.01760101,628.8499756,22.57030487,
629.8499756,98.18977356,629.8499756,76.32802582,629.8499756,60.28632355,629.8499756,42.33700943,629.8499756,21.93909836,
630.8599854,94.43735504,630.8599854,73.69046783,630.8599854,58.55817795,630.8599854,40.84834671,630.8599854,20.67587662,
631.8800049,90.9282074,631.8800049,71.23805237,631.8800049,56.34712219,631.8800049,39.4221077,631.8800049,20.22513771,
632.8900146,88.57025146,632.8900146,68.53129578,632.8900146,54.49123764,632.8900146,38.3278656,632.8900146,19.46712875,
633.9099731,85.75762939,633.9099731,66.92719269,633.9099731,53.14056778,633.9099731,36.89500809,633.9099731,19.0267334,
634.9199829,83.86219025,634.9199829,64.94293976,634.9199829,51.44195938,634.9199829,35.85529709,634.9199829,18.47495461,
635.9400024,81.28024292,635.9400024,63.01131821,635.9400024,50.22755051,635.9400024,35.09874725,635.9400024,18.0056324,
636.9500122,78.9134903,636.9500122,61.19474411,636.9500122,48.60804749,636.9500122,33.90863419,636.9500122,17.13763046,
637.9699707,76.65698242,637.9699707,59.64481735,637.9699707,47.20632935,637.9699707,32.78746033,637.9699707,16.75322342,
638.8400269,74.59896088,638.8400269,57.8662262,638.8400269,45.82710648,638.8400269,32.01569366,638.8400269,16.3787632,
639.8499756,72.92829895,639.8499756,56.42932892,639.8499756,44.90149307,639.8499756,31.20921135,639.8499756,15.97028923,
640.8499756,70.81226349,640.8499756,54.60645294,640.8499756,43.46433258,640.8499756,30.32038498,640.8499756,15.79759026,
641.8499756,68.26522827,641.8499756,53.52636337,641.8499756,42.16822052,641.8499756,29.26974487,641.8499756,15.04626083,
642.8499756,66.22518158,642.8499756,51.52922058,642.8499756,40.60050964,642.8499756,28.25512123,642.8499756,14.7980051,
643.8499756,64.38056946,643.8499756,49.61793137,643.8499756,39.3978653,643.8499756,27.40830994,643.8499756,14.23266602,
644.8499756,62.13791656,644.8499756,48.02669907,644.8499756,37.84184265,644.8499756,26.51410866,644.8499756,13.35094547,
645.8499756,59.44874954,645.8499756,45.85462189,645.8499756,36.51467133,645.8499756,25.34775925,645.8499756,13.06461906,
646.8499756,57.06428909,646.8499756,44.0917511,646.8499756,34.9112587,646.8499756,24.38338852,646.8499756,12.58120155,
647.8499756,54.42067719,647.8499756,42.16590118,647.8499756,33.32407379,647.8499756,23.40973091,647.8499756,11.72777939,
648.8499756,52.08847046,648.8499756,40.67712021,648.8499756,32.25976563,648.8499756,22.25220871,648.8499756,11.35714245,
649.8499756,49.99631119,649.8499756,39.04008865,649.8499756,30.92430496,649.8499756,21.5285511,649.8499756,11.0157547,
650.8499756,47.55755997,650.8499756,37.29137039,650.8499756,29.31174469,650.8499756,20.17868423,650.8499756,10.47630596,
651.8499756,45.89430618,651.8499756,35.49860382,651.8499756,27.90014076,651.8499756,19.27796173,651.8499756,9.972110748,
652.8499756,43.29151154,652.8499756,33.78134155,652.8499756,26.82801819,652.8499756,18.51183701,652.8499756,9.451130867,
653.8499756,41.79676819,653.8499756,32.20270157,653.8499756,25.67903137,653.8499756,17.77371407,653.8499756,9.046154976,
654.8499756,39.7637825,654.8499756,30.81083488,654.8499756,24.48594856,654.8499756,16.86258698,654.8499756,8.79194355,
655.8499756,37.9469223,655.8499756,29.7849102,655.8499756,23.42304611,655.8499756,16.25959206,655.8499756,8.299738884,
656.8499756,36.8778038,656.8499756,28.28420448,656.8499756,22.43919563,656.8499756,15.44781303,656.8499756,7.931321144,
657.8499756,34.94055176,657.8499756,27.27252579,657.8499756,21.73707771,657.8499756,15.13414192,657.8499756,7.614888668,
658.8499756,33.80341339,658.8499756,26.30185318,658.8499756,20.84713173,658.8499756,14.57761383,658.8499756,7.440961361,
659.8499756,32.6129303,659.8499756,25.42947197,659.8499756,20.16836357,659.8499756,13.7755909,659.8499756,7.286273956,
660.8499756,31.4874382,660.8499756,24.51786232,660.8499756,19.32818604,660.8499756,13.70786572,660.8499756,6.986485958,
661.8499756,30.1749382,661.8499756,23.5057888,661.8499756,18.63486099,661.8499756,12.86967468,661.8499756,6.683770657,
662.8499756,29.09762573,662.8499756,22.6058445,662.8499756,18.20252228,662.8499756,12.7904501,662.8499756,6.593396187,
663.8499756,28.48016357,663.8499756,22.13825607,663.8499756,17.64173508,663.8499756,12.14344597,663.8499756,6.189962387,
664.8499756,27.79735947,664.8499756,21.50195885,664.8499756,16.96640587,664.8499756,11.82184887,664.8499756,6.230222225,
665.8499756,27.00840378,665.8499756,20.84368896,665.8499756,16.77267838,665.8499756,11.49283409,665.8499756,5.954610825,
666.8499756,26.39362526,666.8499756,20.24449348,666.8499756,16.04424477,666.8499756,11.09632397,666.8499756,5.837011814,
667.8499756,25.5029068,667.8499756,19.72480011,667.8499756,15.66429329,667.8499756,10.96543407,667.8499756,5.659741402,
668.8499756,25.03814888,668.8499756,19.21700287,668.8499756,15.20245743,668.8499756,10.64758396,668.8499756,5.467898846,
669.8499756,24.39874649,669.8499756,18.59053421,669.8499756,14.99398899,669.8499756,10.22451782,669.8499756,5.248359203,
670.8499756,23.55420685,670.8499756,18.32678604,670.8499756,14.52975464,670.8499756,10.17226028,670.8499756,5.348890305,
671.8499756,23.01671791,671.8499756,17.54264641,671.8499756,14.299016,671.8499756,9.709738731,671.8499756,5.106822968,
672.8499756,22.50536346,672.8499756,17.56875229,672.8499756,13.8283205,672.8499756,9.608617783,672.8499756,4.946780205,
673.8499756,21.9608593,673.8499756,17.06671143,673.8499756,13.40177345,673.8499756,9.347902298,673.8499756,4.980163574,
674.8499756,21.42133331,674.8499756,16.55030441,674.8499756,13.32619286,674.8499756,9.066055298,674.8499756,4.837467194,
675.8499756,20.97596931,675.8499756,16.15963936,675.8499756,12.6479454,675.8499756,8.810757637,675.8499756,4.614108086,
676.8499756,20.44120979,676.8499756,15.83479118,676.8499756,12.36640644,676.8499756,8.785936356,676.8499756,4.62281847,
677.8499756,19.73632622,677.8499756,15.45190239,677.8499756,12.08607101,677.8499756,8.414552689,677.8499756,4.45656395,
678.8499756,19.19971085,678.8499756,14.78855801,678.8499756,11.90965557,678.8499756,8.203184128,678.8499756,4.306912899,
679.8499756,18.99358749,679.8499756,14.5130558,679.8499756,11.63927555,679.8499756,7.988954067,679.8499756,4.286452293,
680.8400269,18.4067173,680.8400269,14.41518021,680.8400269,11.07995033,680.8400269,7.872448444,680.8400269,4.140025616,
681.9699707,17.70170212,681.9699707,13.51933765,681.9699707,10.87091064,681.9699707,7.554601669,681.9699707,3.972109079,
682.9500122,17.22991753,682.9500122,13.53289223,682.9500122,10.43667316,682.9500122,7.419894218,682.9500122,3.706860304,
683.9400024,16.44313431,683.9400024,12.95398617,683.9400024,10.30947018,683.9400024,7.115876198,683.9400024,3.62091732,
684.9199829,16.03337097,684.9199829,12.51291847,684.9199829,9.758506775,684.9199829,6.914478779,684.9199829,3.489414454,
685.9099731,15.70349693,685.9099731,12.00805378,685.9099731,9.526976585,685.9099731,6.807468891,685.9099731,3.37186265,
686.9000244,15.10656738,686.9000244,11.78942585,686.9000244,9.217252731,686.9000244,6.579582691,686.9000244,3.337107897,
687.8800049,14.57215881,687.8800049,11.47431374,687.8800049,8.984165192,687.8800049,6.301165581,687.8800049,3.24571991,
688.8699951,14.31610584,688.8699951,10.92370033,688.8699951,8.714688301,688.8699951,5.896558762,688.8699951,3.184099436,
689.8499756,13.49552631,689.8499756,10.5066843,689.8499756,8.455965996,689.8499756,6.001316547,689.8499756,3.029197693,
690.8400269,13.0662384,690.8400269,10.05346584,690.8400269,7.99922657,690.8400269,5.684758663,690.8400269,2.922881365,
691.9699707,12.63587666,691.9699707,9.695858955,691.9699707,7.537559032,691.9699707,5.449051857,691.9699707,2.79146266,
692.9500122,12.07552338,692.9500122,9.210402489,692.9500122,7.33163023,692.9500122,5.190311432,692.9500122,2.701956272,
693.9400024,11.57438278,693.9400024,9.091474533,693.9400024,7.080990314,693.9400024,5.103715897,693.9400024,2.622520924,
694.9199829,11.08278942,694.9199829,8.563411713,694.9199829,6.905508041,694.9199829,4.738882542,694.9199829,2.456908226,
695.9099731,10.65140152,695.9099731,8.185194969,695.9099731,6.524517059,695.9099731,4.622160435,695.9099731,2.37028265,
696.9000244,10.20654392,696.9000244,7.987280846,696.9000244,6.418646812,696.9000244,4.467709064,696.9000244,2.325438738,
697.8800049,9.995891571,697.8800049,7.69800806,697.8800049,6.259225845,697.8800049,4.273204327,697.8800049,2.302034616,
698.8699951,9.812931061,698.8699951,7.422749519,698.8699951,6.159064293,698.8699951,4.124213219,698.8699951,2.062315941,
699.8499756,9.264398575,699.8499756,7.271342754,699.8499756,5.83765173,699.8499756,3.97736907,699.8499756,2.18381381,
700.8400269,9.019365311,700.8400269,6.957522392,700.8400269,5.649561882,700.8400269,3.895659685,700.8400269,2.174333334,
701.9699707,8.664515495,701.9699707,6.760942459,701.9699707,5.431118965,701.9699707,3.687446594,701.9699707,2.010381699,
702.9500122,8.176645279,702.9500122,6.770177364,702.9500122,5.182359695,702.9500122,3.676284313,702.9500122,1.88694191,
703.9400024,8.495837212,703.9400024,6.387431622,703.9400024,5.061250687,703.9400024,3.546959877,703.9400024,1.963661551,
704.9199829,7.916714191,704.9199829,6.184920311,704.9199829,5.029551029,704.9199829,3.438043594,704.9199829,1.79961729,
705.9099731,7.893670559,705.9099731,6.123705864,705.9099731,4.743217945,705.9099731,3.353186369,705.9099731,1.691892505,
706.9000244,7.526551723,706.9000244,6.033367157,706.9000244,4.688780785,706.9000244,3.308975697,706.9000244,1.764217138,
707.8800049,7.393705845,707.8800049,5.823516846,707.8800049,4.460763454,707.8800049,3.182997942,707.8800049,1.674040198,
708.8699951,7.208307266,708.8699951,5.569614887,708.8699951,4.28153944,708.8699951,3.08407855,708.8699951,1.572587252,
709.8499756,6.953981876,709.8499756,5.351980209,709.8499756,4.353226185,709.8499756,2.980855227,709.8499756,1.553367734,
710.8400269,6.84717989,710.8400269,5.159397125,710.8400269,4.094491959,710.8400269,2.88253355,710.8400269,1.361503363,
711.9699707,6.388427258,711.9699707,4.980694294,711.9699707,3.782317162,711.9699707,2.725573301,711.9699707,1.339263082,
712.9500122,6.100862026,712.9500122,4.881494522,712.9500122,3.853762627,712.9500122,2.652338982,712.9500122,1.42889154,
713.9400024,6.076868057,713.9400024,4.599582672,713.9400024,3.837552547,713.9400024,2.609559059,713.9400024,1.394444466,
714.9199829,5.88115406,714.9199829,4.580836773,714.9199829,3.681083679,714.9199829,2.374828815,714.9199829,1.323387146,
715.9099731,5.592943668,715.9099731,4.467542171,715.9099731,3.432592392,715.9099731,2.432585239,715.9099731,1.2944175,
716.9000244,5.501953125,716.9000244,4.285515785,716.9000244,3.172862053,716.9000244,2.444126844,716.9000244,1.197913289,
717.8800049,5.31760788,717.8800049,4.027333736,717.8800049,3.295427322,717.8800049,2.188122511,717.8800049,1.088694572,
718.8699951,5.083058357,718.8699951,3.967699766,718.8699951,3.017145872,718.8699951,2.102161646,718.8699951,1.265509725,
719.8499756,5.018779755,719.8499756,3.860836029,719.8499756,3.037509203,719.8499756,2.118300438,719.8499756,1.041859388,
720.9699707,4.756245136,720.9699707,3.743111134,720.9699707,2.955760956,720.9699707,1.985402107,720.9699707,1.06027317,
721.9400024,4.664237022,721.9400024,3.500361204,721.9400024,2.609080791,721.9400024,1.92861104,721.9400024,0.9283232093,
722.9099731,4.448442936,722.9099731,3.377864599,722.9099731,2.628043413,722.9099731,1.814198852,722.9099731,1.04810214,
723.8800049,4.150053978,723.8800049,3.180472851,723.8800049,2.550938606,723.8800049,1.864630103,723.8800049,0.9829602838,
724.8599854,4.040938377,724.8599854,3.242209196,724.8599854,2.502241135,724.8599854,1.747321844,724.8599854,0.8618077636,
725.9699707,3.873233318,725.9699707,3.019072533,725.9699707,2.442918539,725.9699707,1.519615769,725.9699707,0.8786905408,
726.9400024,3.817153692,726.9400024,2.880797863,726.9400024,2.263483286,726.9400024,1.716803551,726.9400024,0.8793423772,
727.9099731,3.673798323,727.9099731,2.860011578,727.9099731,2.300951481,727.9099731,1.618283391,727.9099731,0.7720492482,
728.8800049,3.593874693,728.8800049,2.698288441,728.8800049,2.121714592,728.8800049,1.421735883,728.8800049,0.8265435696,
729.8599854,3.395849943,729.8599854,2.695394516,729.8599854,2.07632637,729.8599854,1.568376422,729.8599854,0.7680944204,
730.9699707,3.162838459,730.9699707,2.605984449,730.9699707,2.038876534,730.9699707,1.23227036,730.9699707,0.6403509974,
731.9400024,3.127083302,731.9400024,2.328306198,731.9400024,2.002557755,731.9400024,1.354813099,731.9400024,0.7530759573,
732.9099731,3.025501013,732.9099731,2.313771248,732.9099731,1.884891629,732.9099731,1.277253032,732.9099731,0.6921794415,
733.8800049,3.089694023,733.8800049,2.267349958,733.8800049,1.831020117,733.8800049,1.235703111,733.8800049,0.6944019198,
734.8599854,2.858633757,734.8599854,2.123773813,734.8599854,1.858620048,734.8599854,1.150444746,734.8599854,0.7232999206,
735.9699707,2.758424997,735.9699707,2.147995234,735.9699707,1.823421478,735.9699707,1.054370522,735.9699707,0.6233242154,
736.9400024,2.623643875,736.9400024,2.05120635,736.9400024,1.680791974,736.9400024,1.107244134,736.9400024,0.6043767929,
737.9099731,2.328785658,737.9099731,1.99244225,737.9099731,1.600427389,737.9099731,1.112752438,737.9099731,0.6014983654,
738.8800049,2.360573053,738.8800049,1.876940727,738.8800049,1.495669842,738.8800049,1.095997691,738.8800049,0.5552563667,
739.8599854,2.336389065,739.8599854,1.814942718,739.8599854,1.538960695,739.8599854,1.029464483,739.8599854,0.5397604704,
740.9699707,2.260648727,740.9699707,1.835683107,740.9699707,1.420169711,740.9699707,0.9950969219,740.9699707,0.5061017275,
741.9400024,2.285475969,741.9400024,1.761328697,741.9400024,1.335482955,741.9400024,0.9814126492,741.9400024,0.4087993801,
742.9099731,2.08528471,742.9099731,1.754351139,742.9099731,1.312875152,742.9099731,0.9419651628,742.9099731,0.548073709,
743.8800049,2.063994408,743.8800049,1.626149893,743.8800049,1.196520329,743.8800049,0.8291016221,743.8800049,0.4232652783,
744.8599854,2.000311613,744.8599854,1.556954265,744.8599854,1.279761434,744.8599854,0.792098403,744.8599854,0.4692030549,
745.9699707,1.963037372,745.9699707,1.602415323,745.9699707,1.161345363,745.9699707,0.7984987497,745.9699707,0.4298912585,
746.9400024,1.972579002,746.9400024,1.610919595,746.9400024,1.248190999,746.9400024,0.8365984559,746.9400024,0.4509123862,
747.9099731,1.757545471,747.9099731,1.419035673,747.9099731,1.084488273,747.9099731,0.7583801746,747.9099731,0.4130213261,
748.8800049,1.81626308,748.8800049,1.434974313,748.8800049,1.171932817,748.8800049,0.7695304155,748.8800049,0.4300650954,
749.8599854,1.769591689,749.8599854,1.241807699,749.8599854,1.036861181,749.8599854,0.7953388691,749.8599854,0.4967450202,
750.9699707,1.649834037,750.9699707,1.275090337,750.9699707,1.027951121,750.9699707,0.7457737923,750.9699707,0.2989698648,

Sample 17,
Sample 17
Collection Time: 18/12/2022 3:47:54 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          test
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        585.00
Stop (nm)                         750.00
Ex. Wavelength (nm)               580.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     2.5
Scan rate (nm/min)                120.00
Data interval (nm)                1.0000
Averaging Time (s)                0.5000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\fluorimeteruser\Desktop\DATA Must Be Saved In This Folder\Adrea\RB\rb_meoh.FBSW
Date/Time stamp: 18/12/2022 3:38:34 PM
Method Modifications:
Em. Slit Width (nm): Changed: 18/12/2022 2:03:24 PM, Old:5, New:2.5
User Delta Stop Changed: 18/12/2022 2:03:24 PM, Old: 450.00, New: 488.00
User Delta Increment Changed: 18/12/2022 2:03:24 PM, Old:  10.00, New:   0.15
Scan Control Changed: 18/12/2022 2:03:24 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 18/12/2022 2:03:24 PM, Old:0.10000, New:0.05000
Excitation Wavelength Changed: 18/12/2022 2:03:24 PM, Old: 350.00, New: 488.00
Data interval: Changed: 18/12/2022 2:03:24 PM, Old:   1.00, New:   0.50
Emission Wavelength Changed: 18/12/2022 2:03:24 PM, Old: 400.00, New: 498.00
Stop Wavelength Changed: 18/12/2022 2:03:24 PM, Old: 600.00, New: 800.00
Scan Control Changed: 18/12/2022 2:05:13 PM, Old:Manual, New:Slow
Ave. time (s): Changed: 18/12/2022 2:05:13 PM, Old:0.05000, New:0.50000
Data interval: Changed: 18/12/2022 2:05:13 PM, Old:   0.50, New:   1.00
Zero Mode Changed: 18/12/2022 2:05:14 PM, Old:OFF, New:Reading
Zero Mode Changed: 18/12/2022 2:05:15 PM, Old:Reading, New:ON
Stop Wavelength Changed: 18/12/2022 2:07:24 PM, Old: 800.00, New: 700.00
Overlayed Graphs Changed: 18/12/2022 2:07:42 PM, Old:OFF, New:ON
Zero Mode Changed: 18/12/2022 3:11:58 PM, Old:ON, New:Reading
Zero Mode Changed: 18/12/2022 3:11:58 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 18/12/2022 3:12:41 PM, Old: 488.00, New: 348.00
Emission Wavelength Changed: 18/12/2022 3:12:41 PM, Old: 498.00, New: 358.00
Emission Wavelength Changed: 18/12/2022 3:17:34 PM, Old: 358.00, New: 400.00
Scan Control Changed: 18/12/2022 3:17:42 PM, Old:Slow, New:Medium
Ave. time (s): Changed: 18/12/2022 3:17:42 PM, Old:0.50000, New:0.10000
Scan Control Changed: 18/12/2022 3:18:27 PM, Old:Medium, New:Slow
Ave. time (s): Changed: 18/12/2022 3:18:27 PM, Old:0.10000, New:0.50000
Emission Wavelength Changed: 18/12/2022 3:18:27 PM, Old: 400.00, New: 500.00
User Delta Stop Changed: 18/12/2022 3:42:40 PM, Old: 488.00, New: 580.00
Excitation Wavelength Changed: 18/12/2022 3:42:40 PM, Old: 348.00, New: 580.00
Emission Wavelength Changed: 18/12/2022 3:42:40 PM, Old: 500.00, New: 590.00
Emission Wavelength Changed: 18/12/2022 3:47:48 PM, Old: 590.00, New: 585.00
Stop Wavelength Changed: 18/12/2022 3:47:48 PM, Old: 700.00, New: 750.00
End Method Modifications

Sample 18,
Sample 18
Collection Time: 18/12/2022 3:52:11 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          test
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        585.00
Stop (nm)                         750.00
Ex. Wavelength (nm)               580.00
Ex. Slit (nm)                     5
Em. Slit (nm)                     2.5
Scan rate (nm/min)                120.00
Data interval (nm)                1.0000
Averaging Time (s)                0.5000
Excitation filter                 Auto
Emission filter                   Open
PMT voltage (V)                   Medium
Corrected spectra                 OFF
Method Log     :
Method Name    : C:\Users\fluorimeteruser\Desktop\DATA Must Be Saved In This Folder\Adrea\RB\rb_meoh.FBSW
Date/Time stamp: 18/12/2022 3:38:34 PM
Method Modifications:
Em. Slit Width (nm): Changed: 18/12/2022 2:03:24 PM, Old:5, New:2.5
User Delta Stop Changed: 18/12/2022 2:03:24 PM, Old: 450.00, New: 488.00
User Delta Increment Changed: 18/12/2022 2:03:24 PM, Old:  10.00, New:   0.15
Scan Control Changed: 18/12/2022 2:03:24 PM, Old:Medium, New:Manual
Ave. time (s): Changed: 18/12/2022 2:03:24 PM, Old:0.10000, New:0.05000
Excitation Wavelength Changed: 18/12/2022 2:03:24 PM, Old: 350.00, New: 488.00
Data interval: Changed: 18/12/2022 2:03:24 PM, Old:   1.00, New:   0.50
Emission Wavelength Changed: 18/12/2022 2:03:24 PM, Old: 400.00, New: 498.00
Stop Wavelength Changed: 18/12/2022 2:03:24 PM, Old: 600.00, New: 800.00
Scan Control Changed: 18/12/2022 2:05:13 PM, Old:Manual, New:Slow
Ave. time (s): Changed: 18/12/2022 2:05:13 PM, Old:0.05000, New:0.50000
Data interval: Changed: 18/12/2022 2:05:13 PM, Old:   0.50, New:   1.00
Zero Mode Changed: 18/12/2022 2:05:14 PM, Old:OFF, New:Reading
Zero Mode Changed: 18/12/2022 2:05:15 PM, Old:Reading, New:ON
Stop Wavelength Changed: 18/12/2022 2:07:24 PM, Old: 800.00, New: 700.00
Overlayed Graphs Changed: 18/12/2022 2:07:42 PM, Old:OFF, New:ON
Zero Mode Changed: 18/12/2022 3:11:58 PM, Old:ON, New:Reading
Zero Mode Changed: 18/12/2022 3:11:58 PM, Old:Reading, New:ON
Excitation Wavelength Changed: 18/12/2022 3:12:41 PM, Old: 488.00, New: 348.00
Emission Wavelength Changed: 18/12/2022 3:12:41 PM, Old: 498.00, New: 358.00
Emission Wavelength Changed: 18/12/2022 3:17:34 PM, Old: 358.00, New: 400.00
Scan Control Changed: 18/12/2022 3:17:42 PM, Old:Slow, New:Medium
Ave. time (s): Changed: 18/12/2022 3:17:42 PM, Old:0.50000, New:0.10000
Scan Control Changed: 18/12/2022 3:18:27 PM, Old:Medium, New:Slow
Ave. time (s): Changed: 18/12/2022 3:18:27 PM, Old:0.10000, New:0.50000
Emission Wavelength Changed: 18/12/2022 3:18:27 PM, Old: 400.00, New: 500.00
User Delta Stop Changed: 18/12/2022 3:42:40 PM, Old: 488.00, New: 580.00
Excitation Wavelength Changed: 18/12/2022 3:42:40 PM, Old: 348.00, New: 580.00
Emission Wavelength Changed: 18/12/2022 3:42:40 PM, Old: 500.00, New: 590.00
Emission Wavelength Changed: 18/12/2022 3:47:48 PM, Old: 590.00, New: 585.00
Stop Wavelength Changed: 18/12/2022 3:47:48 PM, Old: 700.00, New: 750.00
End Method Modifications

Sample 19,
Sample 19
Collection Time: 18/12/2022 3:55:33 PM
Operator Name  :
Scan Software Version: 1.2(147)
Parameter List :
Instrument                        Cary Eclipse
Instrument Serial Number          test
Data mode                         Fluorescence
Scan mode                         Emission
X Mode                            Wavelength (nm)
Start (nm)                        585.00
