sample15,,sample16,,sample17,,sample18,,sample19,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
449.9889832,0.01853714325,449.9889832,0.015548083,449.9889832,0.01282504573,449.9889832,0.00782467518,449.9889832,0.007893312722,
448.9931946,0.01788759977,448.9931946,0.0147715807,448.9931946,0.01244951691,448.9931946,0.007574306801,448.9931946,0.007501083892,
447.9971924,0.01715876907,447.9971924,0.01432367601,447.9971924,0.01188069955,447.9971924,0.007513356861,447.9971924,0.007302022073,
447.0010376,0.01648788899,447.0010376,0.01365339104,447.0010376,0.01149040926,447.0010376,0.0081803184,447.0010376,0.008842756972,
446.0046387,0.01596819423,446.0046387,0.01298896689,446.0046387,0.011190027,446.0046387,0.00983296521,446.0046387,0.01428849529,
445.0080872,0.01575098746,445.0080872,0.01265622955,445.0080872,0.01105692051,445.0080872,0.01168358233,445.0080872,0.0139731532,
444.0113831,0.01541071106,444.0113831,0.01219705492,444.0113831,0.01084863208,444.0113831,0.01175716892,444.0113831,0.008821859956,
443.0144958,0.01518734917,443.0144958,0.01189527847,443.0144958,0.01063033566,443.0144958,0.01038176566,443.0144958,0.006514149252,
442.0173645,0.01496868394,442.0173645,0.01175099798,442.0173645,0.01054352056,442.0173645,0.008528438397,442.0173645,0.006712902337,
440.98172,0.01513116527,440.98172,0.01227967534,440.98172,0.01054609288,440.98172,0.007711119018,440.98172,0.007224581204,
439.984314,0.01532333624,439.984314,0.01304967608,439.984314,0.01064325497,439.984314,0.007911106572,439.984314,0.00735085737,
438.9866333,0.01552450005,438.9866333,0.01400127634,438.9866333,0.01073300932,438.9866333,0.008288904093,438.9866333,0.007250507362,
437.9888306,0.01591462083,437.9888306,0.01486883499,437.9888306,0.01083284058,437.9888306,0.008457852527,437.9888306,0.006695105229,
436.9908447,0.0164454896,436.9908447,0.01539228484,436.9908447,0.01116152667,436.9908447,0.008732817136,436.9908447,0.006869351491,
435.9926758,0.01702716015,435.9926758,0.01573493704,435.9926758,0.01157052908,435.9926758,0.009035998024,435.9926758,0.007058453746,
434.9943542,0.01798366569,434.9943542,0.01613505185,434.9943542,0.01217799354,434.9943542,0.009183133021,434.9943542,0.007458894048,
433.9957581,0.0187131539,433.9957581,0.01591035165,433.9957581,0.01248590741,433.9957581,0.009058041498,433.9957581,0.007961856201,
432.9971008,0.01984809525,432.9971008,0.01569124125,432.9971008,0.01315476466,432.9971008,0.009181414731,432.9971008,0.008098368533,
431.99823,0.02100048959,431.99823,0.01603361964,431.99823,0.01384517737,431.99823,0.009318470024,431.99823,0.008372235112,
430.9991455,0.02207832225,430.9991455,0.01667318493,430.9991455,0.01439990476,430.9991455,0.009473717771,430.9991455,0.008069411851,
429.9999084,0.02340248227,429.9999084,0.01772362739,429.9999084,0.01518129092,429.9999084,0.009888149798,429.9999084,0.008304023184,
429.0005493,0.02499833331,429.0005493,0.01876239665,429.0005493,0.01603429019,429.0005493,0.01034075301,429.0005493,0.008562362753,
