sample8,,sample9,,sample10,,sample12,,sample13,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
543.9992065,0.2069816142,543.9992065,0.1611120105,543.9992065,0.115877673,543.9992065,0.08172568679,543.9992065,0.04389077052,
542.9850464,0.2289001048,542.9850464,0.1775872558,542.9850464,0.1279625744,542.9850464,0.09013919532,542.9850464,0.04754974321,
542.0083008,0.2501963675,542.0083008,0.1947274804,542.0083008,0.1400905102,542.0083008,0.09846208245,542.0083008,0.05180950835,
540.9937134,0.2707112432,540.9937134,0.2108435929,540.9937134,0.1514652222,540.9937134,0.1063485146,540.9937134,0.05557657778,
540.0164795,0.2941708863,540.0164795,0.2284511328,540.0164795,0.1645502448,540.0164795,0.1155955195,540.0164795,0.05954952165,
539.0015259,0.3177561462,539.0015259,0.2469476014,539.0015259,0.1778715402,539.0015259,0.1248925254,539.0015259,0.06387581676,
537.986145,0.3404937387,537.986145,0.264418155,537.986145,0.1903638095,537.986145,0.1336627901,537.986145,0.06769794226,
537.0082397,0.3579743207,537.0082397,0.27766186,537.0082397,0.2002368569,537.0082397,0.1404155791,537.0082397,0.07095739245,
535.9924927,0.3773243129,535.9924927,0.2929086387,535.9924927,0.211234957,535.9924927,0.1480247825,535.9924927,0.07441022992,
535.0141602,0.3943075538,535.0141602,0.3057902753,535.0141602,0.220621407,535.0141602,0.1548068672,535.0141602,0.07716726512,
533.9979858,0.4079626799,533.9979858,0.3159176409,533.9979858,0.2277476937,533.9979858,0.1599024534,533.9979858,0.07972268015,
532.9815674,0.4177653193,532.9815674,0.3241402209,532.9815674,0.2334959507,532.9815674,0.1638896316,532.9815674,0.08115679026,
532.0025635,0.4261030555,532.0025635,0.3302111328,532.0025635,0.2378088981,532.0025635,0.1670950204,532.0025635,0.08231475204,
530.9855957,0.4310723841,530.9855957,0.3337807655,530.9855957,0.2406330854,530.9855957,0.1691170633,530.9855957,0.08278987557,
530.0061646,0.4329521954,530.0061646,0.3350788057,530.0061646,0.2416265011,530.0061646,0.1699239314,530.0061646,0.08278755844,
528.9887695,0.4315877557,528.9887695,0.3344104588,528.9887695,0.2409231216,528.9887695,0.1693812907,528.9887695,0.08246129751,
528.0089722,0.4279911518,528.0089722,0.3316844404,528.0089722,0.238647759,528.0089722,0.1681367755,528.0089722,0.08137175441,
526.9910889,0.4204313755,526.9910889,0.3254904151,526.9910889,0.2348286211,526.9910889,0.1654959768,526.9910889,0.07991412282,
526.0107422,0.4123000503,526.0107422,0.3193221688,526.0107422,0.2304508835,526.0107422,0.1626736075,526.0107422,0.07823842764,
524.9924927,0.4021134973,524.9924927,0.3113500476,524.9924927,0.2247940749,524.9924927,0.1587399095,524.9924927,0.07605907321,
524.0117188,0.3900009096,524.0117188,0.3019475043,524.0117188,0.2180594653,524.0117188,0.1539551616,524.0117188,0.07391232252,
522.992981,0.3748906851,522.992981,0.2905755341,522.992981,0.2101865411,522.992981,0.1487008631,522.992981,0.07090978324,
522.0117798,0.3605307937,522.0117798,0.2790891528,522.0117798,0.2021124363,522.0117798,0.1431129128,522.0117798,0.06812983006,
520.9926758,0.3446245492,520.9926758,0.2664392292,520.9926758,0.1930011958,520.9926758,0.1365080923,520.9926758,0.0651742667,
520.0110474,0.329754442,520.0110474,0.2552971244,520.0110474,0.1849952638,520.0110474,0.1312034875,520.0110474,0.06227952242,
518.991394,0.3143434525,518.991394,0.2434406579,518.991394,0.1764696389,518.991394,0.1246976182,518.991394,0.05935731903,
518.0092773,0.299108088,518.0092773,0.2315003425,518.0092773,0.1679693162,518.0092773,0.1194350272,518.0092773,0.05666544661,
516.9892578,0.2829890847,516.9892578,0.2199792713,516.9892578,0.1591968685,516.9892578,0.1131282896,516.9892578,0.05392380059,
516.0067749,0.2684002519,516.0067749,0.2080303282,516.0067749,0.1507491767,516.0067749,0.107279256,516.0067749,0.05121050403,
514.9862671,0.2540046871,514.9862671,0.1968624741,514.9862671,0.1429302394,514.9862671,0.1013389528,514.9862671,0.04818215221,
514.0032959,0.2420622259,514.0032959,0.1877333373,514.0032959,0.1358314753,514.0032959,0.09654519707,514.0032959,0.04621082917,
512.9824219,0.2287060618,512.9824219,0.1775549948,512.9824219,0.1282329112,512.9824219,0.09119024873,512.9824219,0.0437361747,
511.999054,0.217146039,511.999054,0.1686074734,511.999054,0.1220848337,511.999054,0.08662093431,511.999054,0.0413675569,
511.0154724,0.2072122246,511.0154724,0.160628587,511.0154724,0.1159490347,511.0154724,0.08256939054,511.0154724,0.03967047483,
509.9938354,0.1972213089,509.9938354,0.1533358097,509.9938354,0.1108837277,509.9938354,0.07857061177,509.9938354,0.03784082457,
509.0098267,0.1887530833,509.0098267,0.1468718052,509.0098267,0.1058558077,509.0098267,0.07531706244,509.0098267,0.0362868458,
507.9878235,0.1816703379,507.9878235,0.141017735,507.9878235,0.1017970368,507.9878235,0.07291397452,507.9878235,0.03527514637,
507.0033875,0.174279511,507.0033875,0.1360588968,507.0033875,0.097917974,507.0033875,0.06992426515,507.0033875,0.03399507329,
506.0187988,0.1685171127,506.0187988,0.1312573701,506.0187988,0.09439861029,506.0187988,0.06775345653,506.0187988,0.03250305727,
504.9961548,0.1633782983,504.9961548,0.1273868084,504.9961548,0.09155412763,504.9961548,0.06610220671,504.9961548,0.03165529668,
504.0110779,0.1589524597,504.0110779,0.1242538169,504.0110779,0.08928630501,504.0110779,0.06407921016,504.0110779,0.03097330965,
502.9879761,0.1551703811,502.9879761,0.1216085553,502.9879761,0.08708133548,502.9879761,0.06277944893,502.9879761,0.03042989038,
502.0024414,0.1521099955,502.0024414,0.1190825775,502.0024414,0.08567450941,502.0024414,0.06173824146,502.0024414,0.02957020141,
501.0167847,0.149242714,501.0167847,0.1167532876,501.0167847,0.08388345689,501.0167847,0.06058998406,501.0167847,0.02900691889,
499.993103,0.1466300637,499.993103,0.1148362011,499.993103,0.08252440393,499.993103,0.05936444178,499.993103,0.0284251608,
499.006958,0.1441242099,499.006958,0.112849094,499.006958,0.08153478801,499.006958,0.05860183388,499.006958,0.02804189548,
497.9828186,0.1419107318,497.9828186,0.111264661,497.9828186,0.08003147691,497.9828186,0.0578077957,497.9828186,0.02761590481,
496.9962769,0.1393963844,496.9962769,0.1095788777,496.9962769,0.07883901149,496.9962769,0.05680653825,496.9962769,0.0273338519,
496.009613,0.1366903484,496.009613,0.1076587066,496.009613,0.07704295218,496.009613,0.05599380657,496.009613,0.02671630867,
494.9848022,0.1338649988,494.9848022,0.1055959985,494.9848022,0.07559310645,494.9848022,0.0548738651,494.9848022,0.02649457008,
493.9976501,0.1307838112,493.9976501,0.1030096039,493.9976501,0.07341692597,493.9976501,0.05365867168,493.9976501,0.02555745281,
493.0103455,0.127172634,493.0103455,0.1001951322,493.0103455,0.07111702114,493.0103455,0.05250937864,493.0103455,0.02487956733,
491.9848633,0.1237350181,491.9848633,0.0977217108,491.9848633,0.06942592561,491.9848633,0.05094111711,491.9848633,0.02426246367,
490.9971619,0.1203997433,490.9971619,0.09543226659,490.9971619,0.06750337034,490.9971619,0.04964892194,490.9971619,0.0237023849,
490.0092773,0.1158832535,490.0092773,0.09165414423,490.0092773,0.06495112181,490.0092773,0.04810600355,490.0092773,0.02270517498,
488.9831543,0.1107006818,488.9831543,0.08792775869,488.9831543,0.06193496287,488.9831543,0.04625318572,488.9831543,0.02196070552,
487.9948425,0.1065528914,487.9948425,0.08444477618,487.9948425,0.05936248228,487.9948425,0.04423428327,487.9948425,0.02091956325,
487.0063171,0.1018807516,487.0063171,0.08122975379,487.0063171,0.05692315102,487.0063171,0.04284027964,487.0063171,0.02018094063,
486.0176697,0.09689299017,486.0176697,0.07720192522,486.0176697,0.05419161171,486.0176697,0.04076068476,486.0176697,0.01922286116,
484.9906921,0.09181980789,484.9906921,0.07336224616,484.9906921,0.05151672289,484.9906921,0.03913414478,484.9906921,0.01826200448,
484.0015869,0.0879175216,484.0015869,0.07005747408,484.0015869,0.04907126352,484.0015869,0.03698822856,484.0015869,0.01751664467,
483.0122375,0.08316163719,483.0122375,0.06674162298,483.0122375,0.04651103541,483.0122375,0.03523039818,483.0122375,0.01665954664,
481.9846802,0.07818127424,481.9846802,0.0625988245,481.9846802,0.04348045588,481.9846802,0.03331477195,481.9846802,0.01563839987,
480.9949646,0.07353060693,480.9949646,0.0589383617,480.9949646,0.04101722687,480.9949646,0.03158048913,480.9949646,0.01490987558,
480.0050354,0.06925231218,480.0050354,0.05586204305,480.0050354,0.03857858479,480.0050354,0.02998971008,480.0050354,0.01415708382,
479.0149231,0.06517072022,479.0149231,0.05281624943,479.0149231,0.03654208407,479.0149231,0.02898002043,479.0149231,0.01321445592,
477.9865417,0.06109628454,477.9865417,0.04978537187,477.9865417,0.03441677988,477.9865417,0.02827274241,477.9865417,0.01252925396,
476.9960938,0.05752734095,476.9960938,0.04678699747,476.9960938,0.0323042497,476.9960938,0.02811405249,476.9960938,0.01201033313,
476.0054016,0.054385297,476.0054016,0.04435723275,476.0054016,0.03058603965,476.0054016,0.0281399861,476.0054016,0.01131815184,
475.0144958,0.05119876564,475.0144958,0.04225439951,475.0144958,0.02918725275,475.0144958,0.02809419669,475.0144958,0.01077846345,
473.9852905,0.04828295857,473.9852905,0.03975174204,473.9852905,0.02726358734,473.9852905,0.02773315832,473.9852905,0.01004373375,
472.9940186,0.04540987685,472.9940186,0.03775737807,472.9940186,0.02584959008,472.9940186,0.02754129097,472.9940186,0.009489935823,
472.0025024,0.04318945482,472.0025024,0.03595450521,472.0025024,0.02472194843,472.0025024,0.02716307715,472.0025024,0.009133826941,
471.0108948,0.04104374349,471.0108948,0.03468179703,471.0108948,0.02357243933,471.0108948,0.02666111849,471.0108948,0.008954203688,
470.019043,0.03880630061,470.019043,0.03309324384,470.019043,0.02239764482,470.019043,0.02583491988,470.019043,0.008397807367,
468.9887695,0.03691959754,468.9887695,0.03202295303,468.9887695,0.02160970867,468.9887695,0.02486161329,468.9887695,0.008122606203,
467.996521,0.03504916281,467.996521,0.03103352897,467.996521,0.02067711577,467.996521,0.02419696562,467.996521,0.007728958502,
467.0041504,0.03373660147,467.0041504,0.0300094299,467.0041504,0.01998159289,467.0041504,0.02356096171,467.0041504,0.007368471008,
466.0115051,0.03223646805,466.0115051,0.02913102694,466.0115051,0.01935979351,466.0115051,0.02269241028,466.0115051,0.00730507588,
465.0186462,0.03060681745,465.0186462,0.02803104371,465.0186462,0.01845354028,465.0186462,0.0212109331,465.0186462,0.006761829369,
463.9874878,0.02948890813,463.9874878,0.02714800276,463.9874878,0.01796143502,463.9874878,0.02011152543,463.9874878,0.006941731554,
462.9942322,0.02827655338,462.9942322,0.02627852559,462.9942322,0.01740825921,462.9942322,0.01841027476,462.9942322,0.006462333724,
462.000885,0.02713480406,462.000885,0.02548931353,462.000885,0.01694500446,462.000885,0.01683310233,462.000885,0.00644507166,
461.0072937,0.02597392537,461.0072937,0.02465402335,461.0072937,0.01657861844,461.0072937,0.01530789118,461.0072937,0.006212644279,
460.0135498,0.02466098405,460.0135498,0.0234609209,460.0135498,0.01592624746,460.0135498,0.01391314249,460.0135498,0.005909669679,
458.9813843,0.02375753038,458.9813843,0.02244695462,458.9813843,0.01561797969,458.9813843,0.01252451167,458.9813843,0.005693343468,
457.9872131,0.02281535417,457.9872131,0.02145329863,457.9872131,0.0150239896,457.9872131,0.01214828435,457.9872131,0.00565549871,
456.9928284,0.02164847963,456.9928284,0.02060222067,456.9928284,0.01453875005,456.9928284,0.01170498971,456.9928284,0.0054816599,
455.9983521,0.02067662776,455.9983521,0.0198047962,455.9983521,0.01416045334,455.9983521,0.01136337593,455.9983521,0.005395946093,
455.0036621,0.01939874329,455.0036621,0.01869366877,455.0036621,0.01355734281,455.0036621,0.01087275799,455.0036621,0.00499674771,
454.0087585,0.01851609908,454.0087585,0.01801237464,454.0087585,0.01326302718,454.0087585,0.01054686215,454.0087585,0.004920816515,
453.0136719,0.01740389504,453.0136719,0.0169486925,453.0136719,0.01281307545,453.0136719,0.01017141528,453.0136719,0.004751536995,
452.0184326,0.01665088534,452.0184326,0.01602940261,452.0184326,0.01236923505,452.0184326,0.009765581228,452.0184326,0.004631456453,
450.9846497,0.0156865716,450.9846497,0.01500105206,450.9846497,0.01181164104,450.9846497,0.009105593897,450.9846497,0.004252826329,
449.9889832,0.01471981499,449.9889832,0.01420284528,449.9889832,0.01131791342,449.9889832,0.009000477381,449.9889832,0.004131994676,
448.9931946,0.0140816737,448.9931946,0.01368464623,448.9931946,0.01094875485,448.9931946,0.008812587708,448.9931946,0.004195294343,
447.9971924,0.0131270159,447.9971924,0.01265628263,447.9971924,0.01045709383,447.9971924,0.008267111145,447.9971924,0.003778474638,
447.0010376,0.01262819301,447.0010376,0.01207364723,447.0010376,0.01018283702,447.0010376,0.007992440835,447.0010376,0.003787274705,
446.0046387,0.01191329025,446.0046387,0.01161668263,446.0046387,0.009847528301,446.0046387,0.007712542079,446.0046387,0.003688866971,
445.0080872,0.01120126247,445.0080872,0.01107601263,445.0080872,0.009419061244,445.0080872,0.00730060041,445.0080872,0.003620811971,
444.0113831,0.01078552194,444.0113831,0.01066487562,444.0113831,0.009221709333,444.0113831,0.007358150557,444.0113831,0.00354861794,
443.0144958,0.0101187909,443.0144958,0.0101665929,443.0144958,0.008775263093,443.0144958,0.00698129274,443.0144958,0.003430408426,
442.0173645,0.00960215833,442.0173645,0.009765766561,442.0173645,0.008453787304,442.0173645,0.006803504657,442.0173645,0.003246347653,
