sample2,,sample3,,sample4,,sample5,,sample7,,sample8,,sample9,,
Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%T,
643.0081177,87.42194366,643.0081177,87.5147934,643.0081177,87.25904083,643.0081177,87.44012451,643.0081177,87.5647583,643.0081177,87.4276123,643.0081177,87.44549561,
641.9830933,87.26818848,641.9830933,87.45471191,641.9830933,87.17959595,641.9830933,87.39554596,641.9830933,87.31058502,641.9830933,87.32344818,641.9830933,87.34918976,
640.9945068,87.364151,640.9945068,87.52275848,640.9945068,87.25492096,640.9945068,87.39279938,640.9945068,87.51014709,640.9945068,87.42134857,640.9945068,87.52065277,
640.0054932,87.37908173,640.0054932,87.41946411,640.0054932,87.2817688,640.0054932,87.44512939,640.0054932,87.45853424,640.0054932,87.4375,640.0054932,87.27085876,
639.0162964,87.40055084,639.0162964,87.42323303,639.0162964,87.15322876,639.0162964,87.38645172,639.0162964,87.4521637,639.0162964,87.31819153,639.0162964,87.44941711,
637.9901123,87.37062073,637.9901123,87.53148651,637.9901123,87.20901489,637.9901123,87.45510101,637.9901123,87.44081879,637.9901123,87.47320557,637.9901123,87.43135834,
637.0003052,87.30194855,637.0003052,87.4380722,637.0003052,87.21289825,637.0003052,87.42755127,637.0003052,87.54584503,637.0003052,87.35246277,637.0003052,87.43678284,
636.0101929,87.35603333,636.0101929,87.43830872,636.0101929,87.2469101,636.0101929,87.42707825,636.0101929,87.47525787,636.0101929,87.42695618,636.0101929,87.45736694,
634.9832153,87.27088928,634.9832153,87.37023926,634.9832153,87.21922302,634.9832153,87.39107513,634.9832153,87.44489288,634.9832153,87.31998444,634.9832153,87.378479,
633.9925537,87.3285675,633.9925537,87.42757416,633.9925537,87.22693634,633.9925537,87.390625,633.9925537,87.41104889,633.9925537,87.39373016,633.9925537,87.39502716,
633.0016479,87.29988098,633.0016479,87.4025116,633.0016479,87.08634949,633.0016479,87.45226288,633.0016479,87.44480896,633.0016479,87.30940247,633.0016479,87.3655777,
632.010437,87.34254456,632.010437,87.48059845,632.010437,87.29170227,632.010437,87.48574829,632.010437,87.5173645,632.010437,87.442276,632.010437,87.4047699,
630.9822388,87.36988068,630.9822388,87.49368286,630.9822388,87.20042419,630.9822388,87.46144867,630.9822388,87.43439484,630.9822388,87.47570801,630.9822388,87.45553589,
629.9904785,87.39974213,629.9904785,87.37284088,629.9904785,87.19906616,629.9904785,87.39881134,629.9904785,87.45176697,629.9904785,87.35952759,629.9904785,87.45346069,
628.9984131,87.29761505,628.9984131,87.33433533,628.9984131,87.21710205,628.9984131,87.36319733,628.9984131,87.40274048,628.9984131,87.35391235,628.9984131,87.39105988,
628.0060425,87.40074921,628.0060425,87.43041229,628.0060425,87.17715454,628.0060425,87.40312195,628.0060425,87.45110321,628.0060425,87.36775208,628.0060425,87.31679535,
627.0134888,87.30878448,627.0134888,87.36888885,627.0134888,87.19831848,627.0134888,87.33699799,627.0134888,87.26290894,627.0134888,87.3411026,627.0134888,87.44987488,
625.9838257,87.36014557,625.9838257,87.35639191,625.9838257,87.21638489,625.9838257,87.31958008,625.9838257,87.49240875,625.9838257,87.32489014,625.9838257,87.34624481,
624.9906616,87.31750488,624.9906616,87.27030182,624.9906616,87.15758514,624.9906616,87.36830139,624.9906616,87.33009338,624.9906616,87.33165741,624.9906616,87.28307343,
623.9972534,87.42311859,623.9972534,87.35707092,623.9972534,87.19905853,623.9972534,87.52004242,623.9972534,87.512146,623.9972534,87.35780334,623.9972534,87.40235901,
623.00354,87.24584961,623.00354,87.28525543,623.00354,87.16854858,623.00354,87.29782867,623.00354,87.35729218,623.00354,87.32221985,623.00354,87.28855896,
622.0095825,87.23869324,622.0095825,87.30102539,622.0095825,87.17372131,622.0095825,87.32524872,622.0095825,87.43597412,622.0095825,87.34230042,622.0095825,87.44644165,
621.0152588,87.31311798,621.0152588,87.32514191,621.0152588,87.24460602,621.0152588,87.37042236,621.0152588,87.30418396,621.0152588,87.38374329,621.0152588,87.36645508,
619.9839478,87.3075943,619.9839478,87.28179169,619.9839478,87.21154022,619.9839478,87.39984894,619.9839478,87.4330368,619.9839478,87.34350586,619.9839478,87.35853577,
618.9891968,87.28125,618.9891968,87.24519348,618.9891968,87.25282288,618.9891968,87.3853302,618.9891968,87.37412262,618.9891968,87.31581879,618.9891968,87.42612457,
617.9940186,87.36471558,617.9940186,87.3141098,617.9940186,87.23500061,617.9940186,87.3782196,617.9940186,87.51209259,617.9940186,87.4254837,617.9940186,87.43647003,
616.9987183,87.2973175,616.9987183,87.29303741,616.9987183,87.12753296,616.9987183,87.32033539,616.9987183,87.36073303,616.9987183,87.33340454,616.9987183,87.33263397,
616.0031128,87.37896729,616.0031128,87.23969269,616.0031128,87.1774826,616.0031128,87.38779449,616.0031128,87.50004578,616.0031128,87.39805603,616.0031128,87.41438293,
615.0072632,87.2518692,615.0072632,87.27865601,615.0072632,87.13227844,615.0072632,87.34188843,615.0072632,87.39622498,615.0072632,87.34361267,615.0072632,87.40085602,
614.0110474,87.34824371,614.0110474,87.27759552,614.0110474,87.19762421,614.0110474,87.44582367,614.0110474,87.45578766,614.0110474,87.43152618,614.0110474,87.44708252,
613.0145874,87.36937714,613.0145874,87.19126129,613.0145874,87.12213135,613.0145874,87.33876801,613.0145874,87.38591003,613.0145874,87.377388,613.0145874,87.34268188,
612.0179443,87.32866669,612.0179443,87.25164795,612.0179443,87.14465332,612.0179443,87.3908844,612.0179443,87.48925018,612.0179443,87.40053558,612.0179443,87.38522339,
610.9840088,87.33952332,610.9840088,87.28595734,610.9840088,87.22621918,610.9840088,87.43910217,610.9840088,87.43102264,610.9840088,87.41242981,610.9840088,87.42169189,
609.9868164,87.39801788,609.9868164,87.31499481,609.9868164,87.26333618,609.9868164,87.48737335,609.9868164,87.52134705,609.9868164,87.41395569,609.9868164,87.42115784,
608.9893188,87.30130768,608.9893188,87.22553253,608.9893188,87.17095947,608.9893188,87.34870911,608.9893188,87.39629364,608.9893188,87.40169525,608.9893188,87.43465424,
607.9914551,87.2985611,607.9914551,87.15353394,607.9914551,87.17819214,607.9914551,87.37905884,607.9914551,87.41509247,607.9914551,87.30802917,607.9914551,87.38550568,
606.9934692,87.34147644,606.9934692,87.20944214,606.9934692,87.17360687,606.9934692,87.38708496,606.9934692,87.35845184,606.9934692,87.36763,606.9934692,87.36478424,
605.9951172,87.34516907,605.9951172,87.21800232,605.9951172,87.16291809,605.9951172,87.3690033,605.9951172,87.46372223,605.9951172,87.40748596,605.9951172,87.46875763,
604.996521,87.2937088,604.996521,87.14033508,604.996521,87.13163757,604.996521,87.30495453,604.996521,87.27680969,604.996521,87.30656433,604.996521,87.30111694,
603.9976807,87.27633667,603.9976807,87.12952423,603.9976807,87.13647461,603.9976807,87.37059021,603.9976807,87.37884521,603.9976807,87.31845856,603.9976807,87.28986359,
602.9985962,87.24932861,602.9985962,87.05121613,602.9985962,87.08605194,602.9985962,87.25235748,602.9985962,87.25701904,602.9985962,87.25266266,602.9985962,87.20772552,
601.9992065,87.31395721,601.9992065,87.12039948,601.9992065,87.19324493,601.9992065,87.32845306,601.9992065,87.32745361,601.9992065,87.30924988,601.9992065,87.38433075,
600.9995728,87.34714508,600.9995728,87.09921265,600.9995728,87.16637421,600.9995728,87.3658371,600.9995728,87.319664,600.9995728,87.2585907,600.9995728,87.27097321,
599.9996338,87.32910156,599.9996338,87.17018127,599.9996338,87.16314697,599.9996338,87.34059906,599.9996338,87.4466629,599.9996338,87.35369873,599.9996338,87.34370422,
598.9994507,87.2890625,598.9994507,87.06749725,598.9994507,87.14159393,598.9994507,87.30936432,598.9994507,87.29969025,598.9994507,87.33045197,598.9994507,87.28559113,
597.9990845,87.25679016,597.9990845,87.07518005,597.9990845,87.10890961,597.9990845,87.27180481,597.9990845,87.29733276,597.9990845,87.34960175,597.9990845,87.32144928,
596.9983521,87.27459717,596.9983521,87.06654358,596.9983521,87.14186859,596.9983521,87.33313751,596.9983521,87.36172485,596.9983521,87.36636353,596.9983521,87.35786438,
595.9974365,87.32936096,595.9974365,87.05986786,595.9974365,87.14889526,595.9974365,87.3338623,595.9974365,87.36580658,595.9974365,87.30596161,595.9974365,87.30326843,
594.9962158,87.25925446,594.9962158,87.04881287,594.9962158,87.06774902,594.9962158,87.19838715,594.9962158,87.34378052,594.9962158,87.26955414,594.9962158,87.28608704,
593.994751,87.30561829,593.994751,87.11821747,593.994751,87.12981415,593.994751,87.35803986,593.994751,87.41098785,593.994751,87.3848877,593.994751,87.3984375,
592.992981,87.2435379,592.992981,87.01589966,592.992981,87.11412811,592.992981,87.2855835,592.992981,87.36339569,592.992981,87.28586578,592.992981,87.24559784,
591.9909668,87.318573,591.9909668,86.96038055,591.9909668,87.11877441,591.9909668,87.3038559,591.9909668,87.31011963,591.9909668,87.32258606,591.9909668,87.35443115,
590.9887085,87.22196198,590.9887085,87.03063965,590.9887085,87.10369873,590.9887085,87.34217072,590.9887085,87.35204315,590.9887085,87.27728271,590.9887085,87.28526306,
589.986145,87.29091644,589.986145,86.97933197,589.986145,87.08896637,589.986145,87.3361969,589.986145,87.32170868,589.986145,87.33529663,589.986145,87.30272675,
588.9834595,87.25773621,588.9834595,87.09047699,588.9834595,87.09513855,588.9834595,87.32485962,588.9834595,87.42486572,588.9834595,87.29272461,588.9834595,87.36894226,
588.0175781,87.24015045,588.0175781,87.00479889,588.0175781,87.11779785,588.0175781,87.31938934,588.0175781,87.36558533,588.0175781,87.28421783,588.0175781,87.29834747,
587.0142822,87.24971771,587.0142822,86.99455261,587.0142822,87.11140442,587.0142822,87.40092468,587.0142822,87.35808563,587.0142822,87.3470459,587.0142822,87.33792877,
586.0106812,87.30276489,586.0106812,87.02774811,586.0106812,87.12968445,586.0106812,87.33855438,586.0106812,87.4066391,586.0106812,87.35001373,586.0106812,87.42228699,
585.006897,87.30207062,585.006897,86.97706604,585.006897,87.09727478,585.006897,87.31483459,585.006897,87.33946991,585.006897,87.30583191,585.006897,87.37979889,
584.0028687,87.22938538,584.0028687,86.98554993,584.0028687,87.10803986,584.0028687,87.32648468,584.0028687,87.31590271,584.0028687,87.33161926,584.0028687,87.3285141,
582.9985962,87.29441071,582.9985962,86.96530914,582.9985962,87.07958221,582.9985962,87.34849548,582.9985962,87.29580688,582.9985962,87.24018097,582.9985962,87.30497742,
581.9939575,87.26333618,581.9939575,86.94528198,581.9939575,87.11751556,581.9939575,87.26908875,581.9939575,87.30244446,581.9939575,87.2649231,581.9939575,87.30213165,
580.9891968,87.25952148,580.9891968,86.93429565,580.9891968,87.07138824,580.9891968,87.27993011,580.9891968,87.28461456,580.9891968,87.24905396,580.9891968,87.2938385,
579.9840698,87.32498169,579.9840698,86.90098572,579.9840698,87.13587189,579.9840698,87.34309387,579.9840698,87.3186264,579.9840698,87.33922577,579.9840698,87.28009033,
579.0159912,87.2011261,579.0159912,86.87448883,579.0159912,87.06959534,579.0159912,87.25486755,579.0159912,87.26808167,579.0159912,87.2069397,579.0159912,87.29391479,
578.010376,87.2284317,578.010376,86.84435272,578.010376,87.02748108,578.010376,87.17876434,578.010376,87.26939392,578.010376,87.22324371,578.010376,87.23743439,
577.0045776,87.29238892,577.0045776,86.90737152,577.0045776,87.09211731,577.0045776,87.24427795,577.0045776,87.3102951,577.0045776,87.25013733,577.0045776,87.26180267,
575.9984741,87.23563385,575.9984741,86.91304016,575.9984741,87.09914398,575.9984741,87.30527496,575.9984741,87.31239319,575.9984741,87.28996277,575.9984741,87.2959137,
574.9921875,87.21949768,574.9921875,86.83283234,574.9921875,87.05882263,574.9921875,87.29925537,574.9921875,87.25872803,574.9921875,87.23895264,574.9921875,87.26056671,
573.9855347,87.22799683,573.9855347,86.82745361,573.9855347,87.10405731,573.9855347,87.24467468,573.9855347,87.29917908,573.9855347,87.22885895,573.9855347,87.26840973,
573.0159912,87.23568726,573.0159912,86.860672,573.0159912,87.06443787,573.0159912,87.27230072,573.0159912,87.32015228,573.0159912,87.27101135,573.0159912,87.31538391,
572.0088501,87.20279694,572.0088501,86.82361603,572.0088501,87.01524353,572.0088501,87.23784637,572.0088501,87.1945343,572.0088501,87.22439575,572.0088501,87.21443176,
571.0015869,87.24568176,571.0015869,86.91197968,571.0015869,87.12039185,571.0015869,87.26603699,571.0015869,87.26249695,571.0015869,87.23674774,571.0015869,87.26301575,
569.9939575,87.20172882,569.9939575,86.86676025,569.9939575,87.05937958,569.9939575,87.28458405,569.9939575,87.26612854,569.9939575,87.27465057,569.9939575,87.34449005,
568.986145,87.22018433,568.986145,86.79908752,568.986145,87.04850769,568.986145,87.25829315,568.986145,87.27006531,568.986145,87.23638916,568.986145,87.29641724,
568.0153809,87.24693298,568.0153809,86.86857605,568.0153809,87.05704498,568.0153809,87.26036072,568.0153809,87.31522369,568.0153809,87.25989532,568.0153809,87.27178955,
567.0070801,87.21007538,567.0070801,86.85630035,567.0070801,87.0424118,567.0070801,87.27094269,567.0070801,87.28900909,567.0070801,87.22924805,567.0070801,87.25138855,
565.9985352,87.21134949,565.9985352,86.79353333,565.9985352,87.0129776,565.9985352,87.21089935,565.9985352,87.25320435,565.9985352,87.16944122,565.9985352,87.23682404,
564.989624,87.21711731,564.989624,86.79906464,564.989624,87.0488205,564.989624,87.26212311,564.989624,87.27246857,564.989624,87.19985199,564.989624,87.25180054,
564.0179443,87.22851563,564.0179443,86.87618256,564.0179443,87.08450317,564.0179443,87.2904129,564.0179443,87.32944489,564.0179443,87.29656219,564.0179443,87.31021881,
563.008667,87.25518036,563.008667,86.87133026,563.008667,87.06848145,563.008667,87.31008148,563.008667,87.26270294,563.008667,87.24611664,563.008667,87.26715088,
561.9991455,87.26028442,561.9991455,86.82415771,561.9991455,87.06652069,561.9991455,87.29658508,561.9991455,87.29044342,561.9991455,87.25669098,561.9991455,87.30080414,
560.9892578,87.15976715,560.9892578,86.78132629,560.9892578,87.01743317,560.9892578,87.23685455,560.9892578,87.24449921,560.9892578,87.22688293,560.9892578,87.24790955,
560.0166016,87.20967865,560.0166016,86.82266235,560.0166016,87.01366425,560.0166016,87.26122284,560.0166016,87.27309418,560.0166016,87.20881653,560.0166016,87.2634201,
559.0063477,87.20162201,559.0063477,86.8316803,559.0063477,87.01713562,559.0063477,87.22982025,559.0063477,87.19379425,559.0063477,87.25622559,559.0063477,87.24448395,
557.9957886,87.21962738,557.9957886,86.81658936,557.9957886,87.00553894,557.9957886,87.23503876,557.9957886,87.30136871,557.9957886,87.21717072,557.9957886,87.29538727,
556.9850464,87.18783569,556.9850464,86.7588501,556.9850464,87.02484894,556.9850464,87.21096802,556.9850464,87.23127747,556.9850464,87.21755981,556.9850464,87.2220459,
556.0114136,87.2430954,556.0114136,86.80922699,556.0114136,86.99040222,556.0114136,87.21013641,556.0114136,87.27446747,556.0114136,87.16500092,556.0114136,87.24219513,
555.0001831,87.15948486,555.0001831,86.78388977,555.0001831,86.96955872,555.0001831,87.19322968,555.0001831,87.21385956,555.0001831,87.17243958,555.0001831,87.162117,
553.9887085,87.16363525,553.9887085,86.81043243,553.9887085,86.97871399,553.9887085,87.21273041,553.9887085,87.21483612,553.9887085,87.22827148,553.9887085,87.21521759,
553.0144043,87.22105408,553.0144043,86.82129669,553.0144043,87.01426697,553.0144043,87.20973969,553.0144043,87.22157288,553.0144043,87.23660278,553.0144043,87.1966629,
552.0024414,87.15216827,552.0024414,86.80361938,552.0024414,87.0308075,552.0024414,87.21492004,552.0024414,87.19701385,552.0024414,87.22685242,552.0024414,87.23036957,
550.9901733,87.15938568,550.9901733,86.79296875,550.9901733,86.98690796,550.9901733,87.1812439,550.9901733,87.195755,550.9901733,87.13682556,550.9901733,87.20384216,
550.0152588,87.19212341,550.0152588,86.806427,550.0152588,86.9708786,550.0152588,87.22254944,550.0152588,87.19293213,550.0152588,87.1944046,550.0152588,87.2251358,
549.0025635,87.18396759,549.0025635,86.82178497,549.0025635,86.98123169,549.0025635,87.19176483,549.0025635,87.22894287,549.0025635,87.20166779,549.0025635,87.20756531,
547.989624,87.1576004,547.989624,86.78328705,547.989624,86.98413086,547.989624,87.18617249,547.989624,87.20313263,547.989624,87.16391754,547.989624,87.23940277,
547.0139771,87.19537354,547.0139771,86.83781433,547.0139771,87.01434326,547.0139771,87.18133545,547.0139771,87.19399261,547.0139771,87.18647003,547.0139771,87.21629333,
546.0006104,87.1955719,546.0006104,86.858078,546.0006104,87.01683807,546.0006104,87.22203827,546.0006104,87.20323181,546.0006104,87.24221039,546.0006104,87.22354889,
544.9869385,87.17832184,544.9869385,86.79478455,544.9869385,86.98374939,544.9869385,87.18609619,544.9869385,87.19966125,544.9869385,87.18067169,544.9869385,87.17443085,
544.0106201,87.17467499,544.0106201,86.78470612,544.0106201,86.95825958,544.0106201,87.14394379,544.0106201,87.16895294,544.0106201,87.16786957,544.0106201,87.19455719,
542.99646,87.15302277,542.99646,86.78526306,542.99646,86.94061279,542.99646,87.15169525,542.99646,87.16366577,542.99646,87.16340637,542.99646,87.20457458,
541.9821167,87.17118073,541.9821167,86.85478973,541.9821167,86.97773743,541.9821167,87.22492218,541.9821167,87.23097229,541.9821167,87.20070648,541.9821167,87.20666504,
541.0050659,87.10791779,541.0050659,86.75770569,541.0050659,86.93132782,541.0050659,87.15504456,541.0050659,87.15848541,541.0050659,87.14385986,541.0050659,87.12778473,
539.9902954,87.17300415,539.9902954,86.84360504,539.9902954,87.02262115,539.9902954,87.21604156,539.9902954,87.23199463,539.9902954,87.21207428,539.9902954,87.2206955,
539.0127563,87.13923645,539.0127563,86.81674957,539.0127563,86.95874786,539.0127563,87.15400696,539.0127563,87.20856476,539.0127563,87.13169098,539.0127563,87.19656372,
537.9974976,87.12828827,537.9974976,86.86503601,537.9974976,86.95918274,537.9974976,87.19963074,537.9974976,87.20011902,537.9974976,87.2155838,537.9974976,87.22209167,
536.9819946,87.15519714,536.9819946,86.8470993,536.9819946,86.97838593,536.9819946,87.17343903,536.9819946,87.20692444,536.9819946,87.17072296,536.9819946,87.21167755,
536.0038452,87.15429688,536.0038452,86.87429047,536.0038452,87.01013184,536.0038452,87.20777893,536.0038452,87.22203064,536.0038452,87.2097168,536.0038452,87.23327637,
534.987915,87.1528244,534.987915,86.85357666,534.987915,86.92015076,534.987915,87.13249207,534.987915,87.19140625,534.987915,87.15418243,534.987915,87.16453552,
534.0092773,87.13738251,534.0092773,86.85018921,534.0092773,86.94296265,534.0092773,87.14562988,534.0092773,87.1832962,534.0092773,87.16412354,534.0092773,87.21291351,
532.9928589,87.15003967,532.9928589,86.85075378,532.9928589,86.9765625,532.9928589,87.15368652,532.9928589,87.17982483,532.9928589,87.1506958,532.9928589,87.16595459,
532.0137939,87.1410141,532.0137939,86.86843872,532.0137939,86.95241547,532.0137939,87.15450287,532.0137939,87.2098465,532.0137939,87.14904785,532.0137939,87.17601013,
530.9968872,87.11906433,530.9968872,86.88414764,530.9968872,86.94714355,530.9968872,87.19593811,530.9968872,87.18266296,530.9968872,87.15606689,530.9968872,87.18038177,
530.0174561,87.13693237,530.0174561,86.89138031,530.0174561,86.92721558,530.0174561,87.14627075,530.0174561,87.1688385,530.0174561,87.15576172,530.0174561,87.16680145,
529.0001221,87.10875702,529.0001221,86.86657715,529.0001221,86.93878937,529.0001221,87.11888123,529.0001221,87.16590881,529.0001221,87.1067276,529.0001221,87.19487,
527.9824219,87.1282959,527.9824219,86.90182495,527.9824219,86.97136688,527.9824219,87.14167786,527.9824219,87.16640472,527.9824219,87.11641693,527.9824219,87.15151978,
527.0023804,87.11554718,527.0023804,86.87844849,527.0023804,86.91233063,527.0023804,87.1207428,527.0023804,87.14019012,527.0023804,87.09628296,527.0023804,87.14221954,
525.984314,87.12475586,525.984314,86.91114807,525.984314,86.9345932,525.984314,87.16386414,525.984314,87.13188934,525.984314,87.11991882,525.984314,87.14692688,
525.0037231,87.12660217,525.0037231,86.90698242,525.0037231,86.91298676,525.0037231,87.17974091,525.0037231,87.13987732,525.0037231,87.12713623,525.0037231,87.16461945,
523.9852905,87.12715149,523.9852905,86.88722992,523.9852905,86.87138367,523.9852905,87.12667847,523.9852905,87.12969971,523.9852905,87.06624603,523.9852905,87.13885498,
523.0042114,87.10353851,523.0042114,86.89181519,523.0042114,86.89990234,523.0042114,87.1217041,523.0042114,87.16064453,523.0042114,87.10747528,523.0042114,87.13079071,
521.9852295,87.09764099,521.9852295,86.89539337,521.9852295,86.88751984,521.9852295,87.05162048,521.9852295,87.09857178,521.9852295,87.09347534,521.9852295,87.07794189,
521.0039063,87.12232971,521.0039063,86.91682434,521.0039063,86.89109039,521.0039063,87.13845825,521.0039063,87.12809753,521.0039063,87.08974457,521.0039063,87.15040588,
519.984436,87.12140656,519.984436,86.93467712,519.984436,86.90976715,519.984436,87.13262939,519.984436,87.14020538,519.984436,87.11949158,519.984436,87.12899017,
519.0025635,87.10149384,519.0025635,86.97280884,519.0025635,86.92040253,519.0025635,87.1299057,519.0025635,87.15148163,519.0025635,87.10995483,519.0025635,87.1365509,
517.9827271,87.12342834,517.9827271,86.95755005,517.9827271,86.92166138,517.9827271,87.12950897,517.9827271,87.13330078,517.9827271,87.11174011,517.9827271,87.15631104,
517.0004272,87.11273956,517.0004272,87.00004578,517.0004272,86.9226532,517.0004272,87.16094971,517.0004272,87.1490097,517.0004272,87.12445068,517.0004272,87.15187836,
516.0179443,87.09104156,516.0179443,86.96395874,516.0179443,86.88472748,516.0179443,87.11407471,516.0179443,87.10243988,516.0179443,87.09641266,516.0179443,87.08997345,
514.9974365,87.08249664,514.9974365,86.97590637,514.9974365,86.91442871,514.9974365,87.16477966,514.9974365,87.14865875,514.9974365,87.09722137,514.9974365,87.13031769,
514.0145264,87.08538055,514.0145264,87.00901031,514.0145264,86.86456299,514.0145264,87.12985229,514.0145264,87.12355804,514.0145264,87.11592865,514.0145264,87.11080933,
512.9934692,87.09927368,512.9934692,87.05062103,512.9934692,86.89987946,512.9934692,87.13076782,512.9934692,87.15895844,512.9934692,87.11669159,512.9934692,87.17388153,
512.0101318,87.11034393,512.0101318,86.99724579,512.0101318,86.88433838,512.0101318,87.13252258,512.0101318,87.12562561,512.0101318,87.07521057,512.0101318,87.0993042,
510.988739,87.05617523,510.988739,87.01602936,510.988739,86.87055206,510.988739,87.1101532,510.988739,87.08876038,510.988739,87.08217621,510.988739,87.08589935,
510.0049438,87.08042908,510.0049438,87.05846405,510.0049438,86.8814621,510.0049438,87.14481354,510.0049438,87.10521698,510.0049438,87.11475372,510.0049438,87.10720825,
508.9831543,87.0953064,508.9831543,87.03324127,508.9831543,86.90919495,508.9831543,87.09638977,508.9831543,87.14159393,508.9831543,87.0922699,508.9831543,87.15974426,
507.9989319,87.08339691,507.9989319,87.00016785,507.9989319,86.8844223,507.9989319,87.07286835,507.9989319,87.06842804,507.9989319,87.06932831,507.9989319,87.10331726,
507.0145264,87.07852173,507.0145264,87.05634308,507.0145264,86.85290527,507.0145264,87.10840607,507.0145264,87.06922913,507.0145264,87.08856201,507.0145264,87.15325165,
505.9920044,87.12971497,505.9920044,87.10015869,505.9920044,86.89633179,505.9920044,87.13391876,505.9920044,87.14852905,505.9920044,87.12697601,505.9920044,87.13274384,
505.0071716,87.09004974,505.0071716,87.07843018,505.0071716,86.86277008,505.0071716,87.11383057,505.0071716,87.14028168,505.0071716,87.06442261,505.0071716,87.09301758,
503.9842529,87.08013153,503.9842529,87.11760712,503.9842529,86.88169098,503.9842529,87.11112976,503.9842529,87.10449982,503.9842529,87.09684753,503.9842529,87.08972931,
502.9989624,87.08276367,502.9989624,87.1523056,502.9989624,86.8521347,502.9989624,87.1068573,502.9989624,87.05866241,502.9989624,87.09952545,502.9989624,87.11911011,
502.0135193,87.07160187,502.0135193,87.07131958,502.0135193,86.83264923,502.0135193,87.03781891,502.0135193,87.02593994,502.0135193,87.03592682,502.0135193,87.05046844,
500.9899902,87.04689789,500.9899902,87.14489746,500.9899902,86.8299942,500.9899902,87.07446289,500.9899902,87.09602356,500.9899902,87.0796051,500.9899902,87.10583496,
500.0040894,87.0598526,500.0040894,87.15911865,500.0040894,86.82975006,500.0040894,87.08065796,500.0040894,87.08293915,500.0040894,87.08099365,500.0040894,87.09873199,
499.0180054,87.07260895,499.0180054,87.16777039,499.0180054,86.81289673,499.0180054,87.08595276,499.0180054,87.0684433,499.0180054,87.0153656,499.0180054,87.0738678,
497.9937134,87.01468658,497.9937134,87.16584778,497.9937134,86.79669952,497.9937134,87.03572083,497.9937134,87.04358673,497.9937134,86.99744415,497.9937134,87.09175873,
497.0072327,87.01940155,497.0072327,87.14599609,497.0072327,86.83607483,497.0072327,87.05566406,497.0072327,87.02137756,497.0072327,86.99498749,497.0072327,87.07543945,
495.982666,87.06879425,495.982666,87.19872284,495.982666,86.81998444,495.982666,87.09307098,495.982666,87.05308533,495.982666,87.02349854,495.982666,87.07209778,
494.9957275,87.08483887,494.9957275,87.20483398,494.9957275,86.83409882,494.9957275,87.09694672,494.9957275,87.09470367,494.9957275,87.02228546,494.9957275,87.08847809,
494.0086365,87.07218933,494.0086365,87.18486786,494.0086365,86.83617401,494.0086365,87.11118317,494.0086365,87.06689453,494.0086365,87.05426025,494.0086365,87.06955719,
492.9833679,87.07592773,492.9833679,87.22898865,492.9833679,86.81344604,492.9833679,87.08078766,492.9833679,87.10135651,492.9833679,87.05795288,492.9833679,87.11816406,
491.9958496,87.04810333,491.9958496,87.22418976,491.9958496,86.81255341,491.9958496,87.0838089,491.9958496,87.06745148,491.9958496,87.0271225,491.9958496,87.05435944,
491.0081177,87.01895905,491.0081177,87.22192383,491.0081177,86.79718018,491.0081177,87.02267456,491.0081177,87.03573608,491.0081177,87.00988007,491.0081177,87.03669739,
489.9822083,86.99388123,489.9822083,87.21069336,489.9822083,86.7820816,489.9822083,86.97519684,489.9822083,87.0274353,489.9822083,87.01334381,489.9822083,87.02084351,
488.9941101,87.03912354,488.9941101,87.23932648,488.9941101,86.78593445,488.9941101,87.03823853,488.9941101,87.04503632,488.9941101,87.00675201,488.9941101,87.04511261,
488.0057983,87.01767731,488.0057983,87.25876617,488.0057983,86.802742,488.0057983,87.05970764,488.0057983,87.03292084,488.0057983,87.0202179,488.0057983,87.04946136,
487.0172729,87.02461243,487.0172729,87.22789001,487.0172729,86.8015976,487.0172729,87.04598999,487.0172729,87.03716278,487.0172729,86.98873901,487.0172729,87.03646088,
485.9904785,87.01355743,485.9904785,87.23197937,485.9904785,86.75273895,485.9904785,87.0294342,485.9904785,87.02715302,485.9904785,86.96783447,485.9904785,87.01275635,
485.0015869,87.02574158,485.0015869,87.28839111,485.0015869,86.77401733,485.0015869,87.06510925,485.0015869,87.02271271,485.0015869,87.03361511,485.0015869,87.0718689,
484.0124512,86.99702454,484.0124512,87.26639557,484.0124512,86.78388977,484.0124512,87.02056122,484.0124512,86.99607086,484.0124512,87.00246429,484.0124512,87.02325439,
482.9851074,87.00720978,482.9851074,87.28186035,482.9851074,86.79116058,482.9851074,87.01761627,482.9851074,87.00829315,482.9851074,86.98287201,482.9851074,87.00587463,
481.995575,87.00679779,481.995575,87.26572418,481.995575,86.79767609,481.995575,87.01718903,481.995575,87.01890564,481.995575,87.02046967,481.995575,87.01641083,
481.0058289,87.01971436,481.0058289,87.30303955,481.0058289,86.81567383,481.0058289,87.02427673,481.0058289,87.04350281,481.0058289,86.99720764,481.0058289,87.03778839,
480.0159607,87.03736115,480.0159607,87.30443573,480.0159607,86.7756958,480.0159607,87.04007721,480.0159607,87.05122375,480.0159607,87.00209808,480.0159607,87.06636047,
478.9877625,87.0036087,478.9877625,87.31963348,478.9877625,86.80489349,478.9877625,87.01687622,478.9877625,87.04361725,478.9877625,86.98454285,478.9877625,87.03539276,
